game,league,season,team_name,player,jersey_number,pos,match_name
2022-08-28 Getafe-Villarreal,ESP-La Liga,2223,Getafe,Jaime Seoane,8,CM,Getafe-Villarreal
2022-08-28 Getafe-Villarreal,ESP-La Liga,2223,Getafe,Juanmi Latasa,14,FW,Getafe-Villarreal
2022-08-28 Getafe-Villarreal,ESP-La Liga,2223,Getafe,Mauro Arambarri,18,CM,Getafe-Villarreal
2022-08-28 Getafe-Villarreal,ESP-La Liga,2223,Getafe,Nemanja Maksimović,20,CM,Getafe-Villarreal
2022-08-28 Getafe-Villarreal,ESP-La Liga,2223,Getafe,Portu,9,LM,Getafe-Villarreal
2023-04-23 Mallorca-Getafe,ESP-La Liga,2223,Getafe,Borja Mayoral,19,"FW,AM",Mallorca-Getafe
2022-10-24 Celta Vigo-Getafe,ESP-La Liga,2223,Getafe,Borja Mayoral,19,FW,Celta de Vigo-Getafe
2022-08-28 Getafe-Villarreal,ESP-La Liga,2223,Getafe,Djené,2,CB,Getafe-Villarreal
2023-03-19 Getafe-Sevilla,ESP-La Liga,2223,Getafe,Jaime Mata,7,RW,Getafe-Sevilla
2023-03-10 Cádiz-Getafe,ESP-La Liga,2223,Getafe,Omar Alderete,15,CB,Cádiz-Getafe
2023-03-19 Getafe-Sevilla,ESP-La Liga,2223,Getafe,Munir El Haddadi,17,LW,Getafe-Sevilla
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,Damián Suárez,22,RB,Getafe-Mallorca
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,Carles Aleñá,11,CM,Getafe-Mallorca
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,Borja Mayoral,19,FW,Getafe-Mallorca
2023-02-04 Atlético Madrid-Getafe,ESP-La Liga,2223,Getafe,Borja Mayoral,19,"FW,RW",Atlético de Madrid-Getafe
2023-05-28 Getafe-Osasuna,ESP-La Liga,2223,Getafe,Borja Mayoral,19,FW,Getafe-Osasuna
2023-05-28 Getafe-Osasuna,ESP-La Liga,2223,Getafe,Damián Suárez,22,RB,Getafe-Osasuna
2023-05-28 Getafe-Osasuna,ESP-La Liga,2223,Getafe,David Soria,13,GK,Getafe-Osasuna
2023-05-28 Getafe-Osasuna,ESP-La Liga,2223,Getafe,Djené,2,CM,Getafe-Osasuna
2023-03-04 Getafe-Girona,ESP-La Liga,2223,Getafe,Ángel Algobia,16,CM,Getafe-Girona
2023-03-04 Getafe-Girona,ESP-La Liga,2223,Getafe,Portu,9,LB,Getafe-Girona
2023-03-04 Getafe-Girona,ESP-La Liga,2223,Getafe,Omar Alderete,15,CB,Getafe-Girona
2023-03-04 Getafe-Girona,ESP-La Liga,2223,Getafe,Nemanja Maksimović,20,CM,Getafe-Girona
2023-03-04 Getafe-Girona,ESP-La Liga,2223,Getafe,Munir El Haddadi,17,CM,Getafe-Girona
2023-05-28 Getafe-Osasuna,ESP-La Liga,2223,Getafe,Gastón Álvarez,4,LB,Getafe-Osasuna
2023-05-28 Getafe-Osasuna,ESP-La Liga,2223,Getafe,Gonzalo Villar,24,RM,Getafe-Osasuna
2023-05-28 Getafe-Osasuna,ESP-La Liga,2223,Getafe,Jaime Mata,7,"LW,RW",Getafe-Osasuna
2023-05-28 Getafe-Osasuna,ESP-La Liga,2223,Getafe,Juanmi Latasa,14,FW,Getafe-Osasuna
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,David Soria,13,GK,Getafe-Mallorca
2023-05-28 Getafe-Osasuna,ESP-La Liga,2223,Getafe,Luis Milla,5,RM,Getafe-Osasuna
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,Djené,2,CB,Getafe-Mallorca
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,Enes Ünal,10,FW,Getafe-Mallorca
2023-02-04 Atlético Madrid-Getafe,ESP-La Liga,2223,Getafe,Ángel Algobia,16,CM,Atlético de Madrid-Getafe
2023-02-04 Atlético Madrid-Getafe,ESP-La Liga,2223,Getafe,Portu,9,RB,Atlético de Madrid-Getafe
2023-02-04 Atlético Madrid-Getafe,ESP-La Liga,2223,Getafe,Omar Alderete,15,CB,Atlético de Madrid-Getafe
2023-02-04 Atlético Madrid-Getafe,ESP-La Liga,2223,Getafe,Munir El Haddadi,17,"CM,LW",Atlético de Madrid-Getafe
2023-02-04 Atlético Madrid-Getafe,ESP-La Liga,2223,Getafe,Mauro Arambarri,18,CM,Atlético de Madrid-Getafe
2023-02-04 Atlético Madrid-Getafe,ESP-La Liga,2223,Getafe,Luis Milla,5,CM,Atlético de Madrid-Getafe
2023-02-04 Atlético Madrid-Getafe,ESP-La Liga,2223,Getafe,Gonzalo Villar,24,CM,Atlético de Madrid-Getafe
2023-02-04 Atlético Madrid-Getafe,ESP-La Liga,2223,Getafe,Gastón Álvarez,4,"LB,LM",Atlético de Madrid-Getafe
2023-02-04 Atlético Madrid-Getafe,ESP-La Liga,2223,Getafe,Enes Ünal,10,FW,Atlético de Madrid-Getafe
2023-02-04 Atlético Madrid-Getafe,ESP-La Liga,2223,Getafe,Domingos Duarte,6,CB,Atlético de Madrid-Getafe
2023-02-04 Atlético Madrid-Getafe,ESP-La Liga,2223,Getafe,Djené,2,CB,Atlético de Madrid-Getafe
2023-02-04 Atlético Madrid-Getafe,ESP-La Liga,2223,Getafe,David Soria,13,GK,Atlético de Madrid-Getafe
2023-02-04 Atlético Madrid-Getafe,ESP-La Liga,2223,Getafe,Damián Suárez,22,"RM,RB",Atlético de Madrid-Getafe
2023-02-04 Atlético Madrid-Getafe,ESP-La Liga,2223,Getafe,Carles Aleñá,11,CM,Atlético de Madrid-Getafe
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,Juanmi Latasa,14,FW,Getafe-Mallorca
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,Jaime Seoane,8,FW,Getafe-Mallorca
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,Iglesias,21,RB,Getafe-Mallorca
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,Domingos Duarte,6,CB,Getafe-Mallorca
2023-03-04 Getafe-Girona,ESP-La Liga,2223,Getafe,Luis Milla,5,CM,Getafe-Girona
2023-03-04 Getafe-Girona,ESP-La Liga,2223,Getafe,Jaime Seoane,8,FW,Getafe-Girona
2023-03-19 Getafe-Sevilla,ESP-La Liga,2223,Getafe,Luis Milla,5,CM,Getafe-Sevilla
2022-10-18 Getafe-Athletic Club,ESP-La Liga,2223,Getafe,Ángel Algobia,16,CM,Getafe-Athletic Club
2022-10-18 Getafe-Athletic Club,ESP-La Liga,2223,Getafe,Stefan Mitrović,23,CB,Getafe-Athletic Club
2022-10-18 Getafe-Athletic Club,ESP-La Liga,2223,Getafe,Portu,9,FW,Getafe-Athletic Club
2022-10-18 Getafe-Athletic Club,ESP-La Liga,2223,Getafe,Nemanja Maksimović,20,CM,Getafe-Athletic Club
2022-10-18 Getafe-Athletic Club,ESP-La Liga,2223,Getafe,Munir El Haddadi,17,CM,Getafe-Athletic Club
2022-10-18 Getafe-Athletic Club,ESP-La Liga,2223,Getafe,Luis Milla,5,CM,Getafe-Athletic Club
2022-10-18 Getafe-Athletic Club,ESP-La Liga,2223,Getafe,Juanmi Latasa,14,FW,Getafe-Athletic Club
2022-10-18 Getafe-Athletic Club,ESP-La Liga,2223,Getafe,Iglesias,21,LB,Getafe-Athletic Club
2022-10-18 Getafe-Athletic Club,ESP-La Liga,2223,Getafe,Fabrizio Angileri,3,LB,Getafe-Athletic Club
2022-10-18 Getafe-Athletic Club,ESP-La Liga,2223,Getafe,Enes Ünal,10,FW,Getafe-Athletic Club
2022-10-18 Getafe-Athletic Club,ESP-La Liga,2223,Getafe,Domingos Duarte,6,CB,Getafe-Athletic Club
2022-10-18 Getafe-Athletic Club,ESP-La Liga,2223,Getafe,Djené,2,CB,Getafe-Athletic Club
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,David Soria,13,GK,Athletic Club-Getafe
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,Damián Suárez,22,RB,Athletic Club-Getafe
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,Carles Aleñá,11,CM,Athletic Club-Getafe
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,Borja Mayoral,19,FW,Athletic Club-Getafe
2022-10-18 Getafe-Athletic Club,ESP-La Liga,2223,Getafe,David Soria,13,GK,Getafe-Athletic Club
2023-02-20 Getafe-Valencia,ESP-La Liga,2223,Getafe,Gonzalo Villar,24,CM,Getafe-Valencia CF
2023-02-20 Getafe-Valencia,ESP-La Liga,2223,Getafe,Gastón Álvarez,4,LB,Getafe-Valencia CF
2023-02-20 Getafe-Valencia,ESP-La Liga,2223,Getafe,Fabrizio Angileri,3,LB,Getafe-Valencia CF
2023-02-20 Getafe-Valencia,ESP-La Liga,2223,Getafe,Enes Ünal,10,FW,Getafe-Valencia CF
2022-10-31 Elche-Getafe,ESP-La Liga,2223,Getafe,Ángel Algobia,16,CM,Elche-Getafe
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,Ángel Algobia,16,CM,Athletic Club-Getafe
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,Portu,9,RB,Athletic Club-Getafe
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,Omar Alderete,15,CB,Athletic Club-Getafe
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,Nemanja Maksimović,20,CM,Athletic Club-Getafe
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,Munir El Haddadi,17,CM,Athletic Club-Getafe
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,Luis Milla,5,CM,Athletic Club-Getafe
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,Juanmi Latasa,14,FW,Athletic Club-Getafe
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,Luis Milla,5,CM,Getafe-Mallorca
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,Iglesias,21,LB,Athletic Club-Getafe
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,Enes Ünal,10,FW,Athletic Club-Getafe
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,Domingos Duarte,6,CB,Athletic Club-Getafe
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,Djené,2,CB,Athletic Club-Getafe
2023-02-20 Getafe-Valencia,ESP-La Liga,2223,Getafe,Borja Mayoral,19,FW,Getafe-Valencia CF
2023-02-20 Getafe-Valencia,ESP-La Liga,2223,Getafe,Damián Suárez,22,"RB,FW",Getafe-Valencia CF
2023-02-20 Getafe-Valencia,ESP-La Liga,2223,Getafe,David Soria,13,GK,Getafe-Valencia CF
2023-02-20 Getafe-Valencia,ESP-La Liga,2223,Getafe,Djené,2,"RB,CB",Getafe-Valencia CF
2023-02-20 Getafe-Valencia,ESP-La Liga,2223,Getafe,Domingos Duarte,6,CB,Getafe-Valencia CF
2023-04-01 Athletic Club-Getafe,ESP-La Liga,2223,Getafe,Gonzalo Villar,24,CM,Athletic Club-Getafe
2022-10-18 Getafe-Athletic Club,ESP-La Liga,2223,Getafe,Damián Suárez,22,RB,Getafe-Athletic Club
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,Munir El Haddadi,17,CM,Getafe-Mallorca
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,Portu,9,LB,Getafe-Mallorca
2023-05-24 Betis-Getafe,ESP-La Liga,2223,Getafe,Damián Suárez,22,"RB,RM",Real Betis-Getafe
2023-05-24 Betis-Getafe,ESP-La Liga,2223,Getafe,Carles Aleñá,11,FW,Real Betis-Getafe
2023-05-24 Betis-Getafe,ESP-La Liga,2223,Getafe,Juanmi Latasa,14,FW,Real Betis-Getafe
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,Borja Mayoral,19,FW,Valencia CF-Getafe
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,Carles Aleñá,11,RM,Valencia CF-Getafe
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,David Soria,13,GK,Valencia CF-Getafe
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,Borja Mayoral,19,"FW,RW",Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,Carles Aleñá,11,CM,Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,Damián Suárez,22,RM,Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,David Soria,13,GK,Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,Djené,2,CB,Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,Domingos Duarte,6,CB,Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,Enes Ünal,10,FW,Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,Gonzalo Villar,24,CM,Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,Iglesias,21,CB,Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,Jaime Mata,7,WB,Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,Juanmi Latasa,14,CM,Getafe-Almería
2023-05-24 Betis-Getafe,ESP-La Liga,2223,Getafe,David Soria,13,GK,Real Betis-Getafe
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,Luis Milla,5,CM,Getafe-Almería
2023-05-24 Betis-Getafe,ESP-La Liga,2223,Getafe,Djené,2,CM,Real Betis-Getafe
2023-05-24 Betis-Getafe,ESP-La Liga,2223,Getafe,Fabrizio Angileri,3,LM,Real Betis-Getafe
2022-11-05 Getafe-Cádiz,ESP-La Liga,2223,Getafe,Domingos Duarte,6,CB,Getafe-Cádiz
2022-11-05 Getafe-Cádiz,ESP-La Liga,2223,Getafe,Enes Ünal,10,FW,Getafe-Cádiz
2022-11-05 Getafe-Cádiz,ESP-La Liga,2223,Getafe,Gastón Álvarez,4,CB,Getafe-Cádiz
2022-11-05 Getafe-Cádiz,ESP-La Liga,2223,Getafe,Iglesias,21,LB,Getafe-Cádiz
2022-11-05 Getafe-Cádiz,ESP-La Liga,2223,Getafe,Juanmi Latasa,14,FW,Getafe-Cádiz
2022-11-05 Getafe-Cádiz,ESP-La Liga,2223,Getafe,Luis Milla,5,CM,Getafe-Cádiz
2022-11-05 Getafe-Cádiz,ESP-La Liga,2223,Getafe,Munir El Haddadi,17,"CM,FW",Getafe-Cádiz
2022-11-05 Getafe-Cádiz,ESP-La Liga,2223,Getafe,Nemanja Maksimović,20,CM,Getafe-Cádiz
2022-11-05 Getafe-Cádiz,ESP-La Liga,2223,Getafe,Omar Alderete,15,CB,Getafe-Cádiz
2022-11-05 Getafe-Cádiz,ESP-La Liga,2223,Getafe,Portu,9,RB,Getafe-Cádiz
2022-11-05 Getafe-Cádiz,ESP-La Liga,2223,Getafe,Stefan Mitrović,23,CB,Getafe-Cádiz
2022-11-05 Getafe-Cádiz,ESP-La Liga,2223,Getafe,Ángel Algobia,16,CM,Getafe-Cádiz
2022-11-05 Getafe-Cádiz,ESP-La Liga,2223,Getafe,Carles Aleñá,11,CM,Getafe-Cádiz
2022-11-05 Getafe-Cádiz,ESP-La Liga,2223,Getafe,Borja Mayoral,19,FW,Getafe-Cádiz
2023-05-24 Betis-Getafe,ESP-La Liga,2223,Getafe,Jaime Mata,7,LM,Real Betis-Getafe
2023-05-24 Betis-Getafe,ESP-La Liga,2223,Getafe,Iglesias,21,RB,Real Betis-Getafe
2023-05-24 Betis-Getafe,ESP-La Liga,2223,Getafe,Gastón Álvarez,4,LB,Real Betis-Getafe
2023-05-24 Betis-Getafe,ESP-La Liga,2223,Getafe,Enes Ünal,10,FW,Real Betis-Getafe
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,Munir El Haddadi,17,"LW,WB",Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,Nemanja Maksimović,20,CM,Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,Omar Alderete,15,CB,Getafe-Almería
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,David Soria,13,GK,Osasuna-Getafe
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,Domingos Duarte,6,CB,Osasuna-Getafe
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,Enes Ünal,10,FW,Osasuna-Getafe
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,Gastón Álvarez,4,CB,Osasuna-Getafe
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,Iglesias,21,LB,Osasuna-Getafe
2023-05-24 Betis-Getafe,ESP-La Liga,2223,Getafe,Stefan Mitrović,23,CB,Real Betis-Getafe
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,Jaime Mata,7,FW,Osasuna-Getafe
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,Jaime Seoane,8,CM,Osasuna-Getafe
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,Luis Milla,5,CM,Osasuna-Getafe
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,Mauro Arambarri,18,CM,Osasuna-Getafe
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,Munir El Haddadi,17,FW,Osasuna-Getafe
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,Nemanja Maksimović,20,CM,Osasuna-Getafe
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,Stefan Mitrović,23,CB,Osasuna-Getafe
2023-06-04 Valladolid-Getafe,ESP-La Liga,2223,Getafe,Ángel Algobia,16,FW,Real Valladolid-Getafe
2023-06-04 Valladolid-Getafe,ESP-La Liga,2223,Getafe,Stefan Mitrović,23,CB,Real Valladolid-Getafe
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,Ángel Algobia,16,CM,Getafe-Mallorca
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,Stefan Mitrović,23,CB,Getafe-Mallorca
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,Damián Suárez,22,RB,Osasuna-Getafe
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,Carles Aleñá,11,CM,Osasuna-Getafe
2023-05-24 Betis-Getafe,ESP-La Liga,2223,Getafe,Portu,9,"RM,LM",Real Betis-Getafe
2023-05-24 Betis-Getafe,ESP-La Liga,2223,Getafe,Omar Alderete,15,CB,Real Betis-Getafe
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Getafe,Portu,9,"WB,LM",Getafe-Almería
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,Djené,2,CB,Valencia CF-Getafe
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,Alejandro Revuelta Montero,31,CB,Osasuna-Getafe
2022-09-18 Osasuna-Getafe,ESP-La Liga,2223,Getafe,Borja Mayoral,19,FW,Osasuna-Getafe
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,Domingos Duarte,6,CB,Valencia CF-Getafe
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,Enes Ünal,10,FW,Valencia CF-Getafe
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,Fabrizio Angileri,3,LB,Valencia CF-Getafe
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,Gastón Álvarez,4,CB,Valencia CF-Getafe
2022-12-30 Getafe-Mallorca,ESP-La Liga,2223,Getafe,Omar Alderete,15,CB,Getafe-Mallorca
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,Iglesias,21,RB,Valencia CF-Getafe
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,Jaime Seoane,8,CM,Valencia CF-Getafe
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,Mauro Arambarri,18,CM,Valencia CF-Getafe
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,Munir El Haddadi,17,CM,Valencia CF-Getafe
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,Nemanja Maksimović,20,CM,Valencia CF-Getafe
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,Portu,9,LM,Valencia CF-Getafe
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,Stefan Mitrović,23,CB,Valencia CF-Getafe
2023-05-24 Betis-Getafe,ESP-La Liga,2223,Getafe,Luis Milla,5,FW,Real Betis-Getafe
2023-05-24 Betis-Getafe,ESP-La Liga,2223,Getafe,Nemanja Maksimović,20,CM,Real Betis-Getafe
2022-09-04 Valencia-Getafe,ESP-La Liga,2223,Getafe,Jaime Mata,7,FW,Valencia CF-Getafe
2022-10-18 Getafe-Athletic Club,ESP-La Liga,2223,Getafe,Carles Aleñá,11,CM,Getafe-Athletic Club
2023-05-03 Getafe-Celta Vigo,ESP-La Liga,2223,Getafe,Fabrizio Angileri,3,CB,Getafe-Celta de Vigo
2022-10-31 Elche-Getafe,ESP-La Liga,2223,Getafe,Djené,2,CB,Elche-Getafe
2023-04-16 Getafe-Barcelona,ESP-La Liga,2223,Getafe,Portu,9,"LB,RB",Getafe-Barcelona
2023-04-30 Espanyol-Getafe,ESP-La Liga,2223,Getafe,Gonzalo Villar,24,CM,Espanyol-Getafe
2023-05-13 Real Madrid-Getafe,ESP-La Liga,2223,Getafe,Stefan Mitrović,23,CB,Real Madrid-Getafe
2023-04-30 Espanyol-Getafe,ESP-La Liga,2223,Getafe,Gastón Álvarez,4,LB,Espanyol-Getafe
2023-05-28 Getafe-Osasuna,ESP-La Liga,2223,Getafe,Omar Alderete,15,CB,Getafe-Osasuna
2023-05-28 Getafe-Osasuna,ESP-La Liga,2223,Getafe,Nemanja Maksimović,20,LM,Getafe-Osasuna
2023-05-28 Getafe-Osasuna,ESP-La Liga,2223,Getafe,Munir El Haddadi,17,LW,Getafe-Osasuna
2023-04-30 Espanyol-Getafe,ESP-La Liga,2223,Getafe,Fabrizio Angileri,3,LB,Espanyol-Getafe
2022-10-01 Getafe-Valladolid,ESP-La Liga,2223,Getafe,Borja Mayoral,19,FW,Getafe-Real Valladolid
2022-10-01 Getafe-Valladolid,ESP-La Liga,2223,Getafe,Carles Aleñá,11,CM,Getafe-Real Valladolid
2023-01-08 Sevilla-Getafe,ESP-La Liga,2223,Getafe,Ángel Algobia,16,CM,Sevilla-Getafe
2023-01-08 Sevilla-Getafe,ESP-La Liga,2223,Getafe,Portu,9,RB,Sevilla-Getafe
2023-01-08 Sevilla-Getafe,ESP-La Liga,2223,Getafe,Omar Alderete,15,CB,Sevilla-Getafe
2023-01-08 Sevilla-Getafe,ESP-La Liga,2223,Getafe,Munir El Haddadi,17,CM,Sevilla-Getafe
2022-10-31 Elche-Getafe,ESP-La Liga,2223,Getafe,Portu,9,CM,Elche-Getafe
2022-10-31 Elche-Getafe,ESP-La Liga,2223,Getafe,Nemanja Maksimović,20,CM,Elche-Getafe
2022-10-31 Elche-Getafe,ESP-La Liga,2223,Getafe,Luis Milla,5,CM,Elche-Getafe
2022-10-31 Elche-Getafe,ESP-La Liga,2223,Getafe,Jordan Amavi,12,LB,Elche-Getafe
2022-10-31 Elche-Getafe,ESP-La Liga,2223,Getafe,Iglesias,21,"RB,LB",Elche-Getafe
2022-10-31 Elche-Getafe,ESP-La Liga,2223,Getafe,Gastón Álvarez,4,LB,Elche-Getafe
2022-10-31 Elche-Getafe,ESP-La Liga,2223,Getafe,Enes Ünal,10,FW,Elche-Getafe
2022-10-31 Elche-Getafe,ESP-La Liga,2223,Getafe,Domingos Duarte,6,CB,Elche-Getafe
2023-05-13 Real Madrid-Getafe,ESP-La Liga,2223,Getafe,Nemanja Maksimović,20,"LM,LW",Real Madrid-Getafe
2022-10-31 Elche-Getafe,ESP-La Liga,2223,Getafe,David Soria,13,GK,Elche-Getafe
2022-10-31 Elche-Getafe,ESP-La Liga,2223,Getafe,Damián Suárez,22,RB,Elche-Getafe
2023-05-28 Getafe-Osasuna,ESP-La Liga,2223,Getafe,Portu,9,RW,Getafe-Osasuna
2023-05-28 Getafe-Osasuna,ESP-La Liga,2223,Getafe,Stefan Mitrović,23,CB,Getafe-Osasuna
2023-05-13 Real Madrid-Getafe,ESP-La Liga,2223,Getafe,Ángel Algobia,16,"CM,LM,FW",Real Madrid-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Getafe,Luis Milla,5,CM,Almería-Getafe
2023-05-13 Real Madrid-Getafe,ESP-La Liga,2223,Getafe,Munir El Haddadi,17,"FW,RW",Real Madrid-Getafe
2023-05-13 Real Madrid-Getafe,ESP-La Liga,2223,Getafe,Jordan Amavi,12,LW,Real Madrid-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Getafe,Carles Aleñá,11,CM,Almería-Getafe
2023-05-13 Real Madrid-Getafe,ESP-La Liga,2223,Getafe,Jaime Seoane,8,RW,Real Madrid-Getafe
2023-05-13 Real Madrid-Getafe,ESP-La Liga,2223,Getafe,Jaime Mata,7,LW,Real Madrid-Getafe
2023-05-13 Real Madrid-Getafe,ESP-La Liga,2223,Getafe,Portu,9,RW,Real Madrid-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Getafe,David Soria,13,GK,Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Getafe,Djené,2,"CB,RB",Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Getafe,Enes Ünal,10,FW,Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Getafe,Iglesias,21,"RB,LB",Almería-Getafe
2022-10-01 Getafe-Valladolid,ESP-La Liga,2223,Getafe,Ángel Algobia,16,CM,Getafe-Real Valladolid
2023-03-04 Getafe-Girona,ESP-La Liga,2223,Getafe,Jaime Mata,7,FW,Getafe-Girona
2022-10-31 Elche-Getafe,ESP-La Liga,2223,Getafe,Carles Aleñá,11,CM,Elche-Getafe
2023-04-16 Getafe-Barcelona,ESP-La Liga,2223,Getafe,Munir El Haddadi,17,CM,Getafe-Barcelona
2023-05-13 Real Madrid-Getafe,ESP-La Liga,2223,Getafe,Gastón Álvarez,4,"LB,CM,CB",Real Madrid-Getafe
2023-05-13 Real Madrid-Getafe,ESP-La Liga,2223,Getafe,Fabrizio Angileri,3,"LB,LW",Real Madrid-Getafe
2023-05-13 Real Madrid-Getafe,ESP-La Liga,2223,Getafe,Djené,2,"CM,RB",Real Madrid-Getafe
2023-05-13 Real Madrid-Getafe,ESP-La Liga,2223,Getafe,David Soria,13,GK,Real Madrid-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Getafe,Jordan Amavi,12,LB,Almería-Getafe
2023-05-13 Real Madrid-Getafe,ESP-La Liga,2223,Getafe,Carles Aleñá,11,"RM,CM",Real Madrid-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Getafe,Borja Mayoral,19,"FW,RM",Almería-Getafe
2023-03-04 Getafe-Girona,ESP-La Liga,2223,Getafe,Iglesias,21,RB,Getafe-Girona
2023-03-04 Getafe-Girona,ESP-La Liga,2223,Getafe,Enes Ünal,10,FW,Getafe-Girona
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Getafe,Juanmi Latasa,14,FW,Almería-Getafe
